ibf_variety,competitor_variety
68f17b17-2f71-48e6-af9c-8a4f5fe850e0,488616
1497f7fe-776d-4f1f-b891-dbb609a82ef5,490624
094aabaf-7503-4e24-b7a8-e8b8c984b95d,488352
094aabaf-7503-4e24-b7a8-e8b8c984b95d,488353
efe6352a-651c-4f0b-b4c1-3033d25ec988,487098
efe6352a-651c-4f0b-b4c1-3033d25ec988,487099
efe6352a-651c-4f0b-b4c1-3033d25ec988,487100
efe6352a-651c-4f0b-b4c1-3033d25ec988,487101
38226e76-42d0-4011-bb5a-1fdce75bd581,1001425 
38226e76-42d0-4011-bb5a-1fdce75bd581,1001427
a035bd55-23af-4c21-83b0-baef07669984,500277
8fa753ab-5273-4115-962a-3e5688f4db42,3395099
7b357f80-f45b-4046-b93c-32457a785910,514054
88f3b515-a55b-4f00-9c17-a84d774209d4,5562482
88f3b515-a55b-4f00-9c17-a84d774209d4,5562438
0b9cdd23-6764-46ea-91bb-fbe6d85006c5,1001425
0b9cdd23-6764-46ea-91bb-fbe6d85006c5,1001427
c5de60f2-0625-423b-81c6-ca5abf7b9295,487303
c5de60f2-0625-423b-81c6-ca5abf7b9295,487304
c5de60f2-0625-423b-81c6-ca5abf7b9295,487305
c5de60f2-0625-423b-81c6-ca5abf7b9295,487306
d19f261a-68e4-4089-a8af-4e0cd7ade684,485064
72998c07-a827-44fa-b8c1-215b2cbdb44e,485069
c12bdfe4-19a6-4199-9cfb-f82ebe74ab67,485117
b5bfd498-0086-4c2c-8901-6e605037465e,490622
46b13bd5-8507-433d-9446-6728d5cc2e09,513965
44c06871-d884-4ea4-8863-44f5d3dadcab,1004600
44c06871-d884-4ea4-8863-44f5d3dadcab,1004596
452eeb34-2851-4dd6-82ae-a37402468c65,513118
452eeb34-2851-4dd6-82ae-a37402468c65,513119
452eeb34-2851-4dd6-82ae-a37402468c65,563647
d5f7aa0e-8ef7-4032-b945-e492bf84a175,1078860
d5f7aa0e-8ef7-4032-b945-e492bf84a175,1078861
2fc0dedf-e804-4325-8d35-42b4f0335cfc,884812
dec568b5-e939-43a6-9354-368a663f6430,490411
8a2a5384-d1fa-4731-9c49-540c34d57cbc,938922
d4cd1ac1-b7df-446f-8fbb-3b2a88283ee9,486325
d4cd1ac1-b7df-446f-8fbb-3b2a88283ee9,486326
d4cd1ac1-b7df-446f-8fbb-3b2a88283ee9,486327
9c61f0e2-6afa-4776-b9bb-3c5c80412411,4265227
9c61f0e2-6afa-4776-b9bb-3c5c80412411,4265243
c93bbc06-a172-494d-b352-4ad50f082de1,483746
c93bbc06-a172-494d-b352-4ad50f082de1,490071
c93bbc06-a172-494d-b352-4ad50f082de1,483748
7d8ce12e-2d95-4d61-8534-2d6a40b83470,490291
9c8fb9d5-8777-419d-9a66-081c8d720bba,487458
9c8fb9d5-8777-419d-9a66-081c8d720bba,487459
9c8fb9d5-8777-419d-9a66-081c8d720bba,487460
9c8fb9d5-8777-419d-9a66-081c8d720bba,487818
9c8fb9d5-8777-419d-9a66-081c8d720bba,487819
9c8fb9d5-8777-419d-9a66-081c8d720bba,487820
80676404-d778-41e8-a806-e6edbafa7852,579795
091560ba-78a3-4c6c-b0f6-3729d9a26b38,484767
091560ba-78a3-4c6c-b0f6-3729d9a26b38,484768
c2f6a92f-f48d-4bc2-bb86-4e5567b82884,484681
c2f6a92f-f48d-4bc2-bb86-4e5567b82884,484255
c2f6a92f-f48d-4bc2-bb86-4e5567b82884,484256
c2f6a92f-f48d-4bc2-bb86-4e5567b82884,484257
a99f8cb1-25b5-4568-af1c-7b3dcd9c2dde,513366
af36097d-db97-4b3d-91b3-c313eb60ad20,487168
af36097d-db97-4b3d-91b3-c313eb60ad20,487169
af36097d-db97-4b3d-91b3-c313eb60ad20,487170
19f3525d-e281-4d80-bfda-573bd72f95b1,3423448
19f3525d-e281-4d80-bfda-573bd72f95b1,3423457
19f3525d-e281-4d80-bfda-573bd72f95b1,3423458
212558ec-fa06-49ff-8052-cb212e3cab2b,508809
a3adb6a5-11e1-4a31-9bb6-c96391307482,490631
33f2d0fc-0785-4be1-8e77-913eb1f797a2,3111261
e213177e-1ac0-4420-a880-1f146923fd76,513552
e213177e-1ac0-4420-a880-1f146923fd76,12851921
6a485b7e-b37c-4629-8530-d51687584b66,516169
504073c7-09c9-4b60-99dc-76c4742f690e,487329
504073c7-09c9-4b60-99dc-76c4742f690e,487330
67a4306f-5fd0-430d-87de-d1135b87093a,517634
2d7083c2-fadb-4a2f-acb8-899b7a343306,829999
ac7dc5a8-e6bf-4940-85e2-81eeaeeb7722,513360
252a5b2b-ef57-4bbb-a146-09dcc5114246,1311112
252a5b2b-ef57-4bbb-a146-09dcc5114246,1311113
5600b344-6f44-4071-8d2b-0651f4ed50b8,850182
3d09da30-61c4-45f5-a4a8-34b938dfedcd,487349
3d09da30-61c4-45f5-a4a8-34b938dfedcd,487350


























